    tt    m             px                      py                      pz                      vx                      vy                      vz
  3300.0  1   2.8192181014575746e-03 -3.1026204069263025e-03 -1.4682159715026944e-03  6.1960696635891595e-03  4.5669110194354523e-03  2.2336734352999253e-03
  3300.0  2   4.4151224742285363e-03 -5.0929313431434557e-03 -2.3779752551017505e-03  4.9458993023228344e-03  3.4788630137851631e-03  1.7336949571523769e-03
  3300.0  3   1.1986742328144664e-02 -3.2619442169177855e-03 -1.3639017710544512e-03  1.3406026884341428e-03  4.1331408723854317e-03  1.9723581222674427e-03
  3400.0  0   2.1660973797002054e-03 -1.6430368807804582e-03 -7.4833132568442309e-04  6.3763255175265368e-03  6.9292245279809475e-03  3.3987526559894517e-03
  3400.0  1   4.4753906377772356e-03  5.2348637280143977e-04  2.8344493392439842e-04 -9.8227723865955061e-04  7.0564000411234822e-03  3.3807081096512760e-03
  3400.0  2   3.5528216777796500e-03 -5.6098452591063332e-03 -2.6373513638748721e-03  5.4569929982682050e-03  2.7984954192298377e-03  1.4151521935037957e-03
  3400.0  3   1.1791032428044797e-02 -3.8127545912590667e-03 -1.6271252136526816e-03  1.5722752607242882e-03  4.0651101501267958e-03  1.9436412174149405e-03
  3500.0  0  -2.4422699463596221e-03  1.3067858750531658e-03  5.8433742167779358e-04 -5.0463287825873874e-03 -7.7348556035228000e-03 -3.7613515892714641e-03
  3500.0  1   2.0215770603773950e-03  3.6080837103258864e-03  1.7490848718251044e-03 -7.1113380032232438e-03  3.1798046568282581e-03  1.4762827460072839e-03
  3500.0  2   2.6236211992663339e-03 -6.0036439820763165e-03 -2.8387034003142585e-03  5.8530989061847906e-03  2.0606353694020306e-03  1.0674698870618492e-03
  3500.0  3   1.1564025130443896e-02 -4.3534618208554846e-03 -1.8860849151017551e-03  1.7986327512396869e-03  3.9850026942332313e-03  1.9091042464752378e-03
  3600.0  0   2.6266829433149270e-03 -9.3145898280021331e-04 -4.0324374180257495e-04  3.6480638817603991e-03  8.4083800239152257e-03  4.0607902398199676e-03
  3600.0  1  -2.3883795161172097e-03  3.3948457653327933e-03  1.6154490802979605e-03 -6.7696752444661645e-03 -3.8082361887948170e-03 -1.8837424142396297e-03
  3600.0  2   1.6491882988483014e-03 -6.2746336868829463e-03 -2.9819532264558067e-03  6.1254012471377572e-03  1.2829031215921898e-03  6.9892902918454751e-04
  3600.0  3   1.1307145351619360e-02 -4.8833997323937785e-03 -2.1404042650136172e-03  2.0213751743658180e-03  3.8958376328120012e-03  1.8701910053172776e-03
  3700.0  0  -2.7378185323792201e-03  5.8140334447317013e-04  2.3515000964922198e-04 -2.2232738337580149e-03 -8.8356947681366201e-03 -4.2435673070000644e-03
  3700.0  1  -4.5276586810362365e-03  5.1648885643677675e-05 -1.0332341396022145e-05 -8.6269726427298885e-05 -7.0831180585389777e-03 -3.4123860819997250e-03
  3700.0  2   6.3966217642202417e-04 -6.4215219587546099e-03 -3.0662796276884475e-03  6.2670433335065478e-03  4.7657061708438598e-04  3.1491118264856497e-04
  3700.0  3   1.1020318048589012e-02 -5.4007389587715669e-03 -2.3891727797194493e-03  2.2382272762791842e-03  3.7950002948542983e-03  1.8256314944518799e-03
  3800.0  0   2.8175357598779569e-03 -2.0230749052604105e-04 -5.3566509075096953e-05  6.9203298113361920e-04  8.9940364723476770e-03  4.2969076113090416e-03
  3800.0  1  -2.5147053511323692e-03 -3.3150789725830570e-03 -1.6187587112396517e-03  6.6273828165982719e-03 -4.0144693814509382e-03 -1.8824316846771467e-03
  3800.0  2  -3.9314845278134043e-04 -6.4374323768067350e-03 -3.0881864475988856e-03  6.2785389892076916e-03 -3.4037294093953584e-04 -7.6037182091520103e-05
  3800.0  3   1.0705374164143256e-02 -5.9041991465348977e-03 -2.6317116053841613e-03  2.4495339154707572e-03  3.6860778090445421e-03  1.7771311835622662e-03
  3900.0  0  -2.8155457398781033e-03 -2.2517328144770093e-04 -1.5006191998947598e-04  9.1971016856894018e-04 -8.9758545433570314e-03 -4.2655434003371984e-03
  3900.0  1   1.8989846701706881e-03 -3.6511479969164227e-03 -1.7463169044603759e-03  7.2388600005224386e-03  2.9648643680885911e-03  1.4912824644848920e-03
  3900.0  2  -1.4247313906606313e-03 -6.3133683882891879e-03 -3.0431118454381854e-03  6.1630343733488505e-03 -1.1531330238322994e-03 -4.6673745687294773e-04
  3900.0  3   1.0362121594211191e-02 -6.3922764334959853e-03 -2.8672739119284534e-03  2.6540100001798388e-03  3.5659488099529144e-03  1.7232093452064705e-03
  4000.0  0   2.7230265560319526e-03  6.1315067988817107e-04  3.3378000602573513e-04 -2.4612121351620915e-03  8.8022124956591095e-03  4.1608988361293365e-03
  4000.0  1   4.4705841468968017e-03 -6.3330022779084071e-04 -2.6743846893322504e-04  1.1685646442332941e-03  7.0050551001964246e-03  3.3942529538474003e-03
  4000.0  2  -2.4184655471440825e-03 -6.0542422243093164e-03 -2.9328152455475928e-03  5.9226106479335575e-03 -1.9394888715766683e-03 -8.4648681862158385e-04
  4000.0  3   9.9923463284522160e-03 -6.8636269877706086e-03 -3.0951739456370636e-03  2.8510769166955365e-03  3.4381832113942637e-03  1.6655615927398399e-03
  4100.0  0  -2.5976141622431315e-03 -9.5658863458789566e-04 -4.9592027204973968e-04  3.8746104820298857e-03 -8.3805173450383595e-03 -3.9397657211993091e-03
  4100.0  1   2.9332868466195356e-03  3.0005909047194188e-03  1.4772189142207119e-03 -6.0352192279123310e-03  4.7517001196621502e-03  2.2434131761338801e-03
  4100.0  2  -3.3534210544676874e-03 -5.6744456318898956e-03 -2.7639587073179923e-03  5.5601957386312096e-03 -2.6837760878992197e-03 -1.2078173239784330e-03
  4100.0  3   9.5961494618006706e-03 -7.3170999650666816e-03 -3.3148610559187615e-03  3.0409310471853912e-03  3.2997378089471177e-03  1.6027741128530777e-03
  4200.0  0   2.4106335365678545e-03  1.3221861585692440e-03  6.6796602804061267e-04 -5.2390793191620898e-03  7.6936809574075313e-03  3.5922110252357602e-03
  4200.0  1  -1.3667848619676663e-03  3.8629508774926514e-03  1.8566550808896192e-03 -7.5618210294707052e-03 -2.0740022450094985e-03 -1.0739544652859166e-03
  4200.0  2  -4.2188018994635040e-03 -5.1838087123663281e-03 -2.5411436972411871e-03  5.0804801761493990e-03 -3.3680820817778667e-03 -1.5420112814386166e-03
  4200.0  3   9.1755592554639033e-03 -7.7512770136866672e-03 -3.5256508034325123e-03  3.2220823608660495e-03  3.1542718523394123e-03  1.5365734986447247e-03
  4300.0  0  -2.1266439088779140e-03 -1.6637834397007399e-03 -8.2711226155691704e-04  6.5474455859470633e-03 -6.8553973535778060e-03 -3.1723269624299587e-03
  4300.0  1  -4.3174065669050032e-03  1.1930805208660202e-03  5.3605121942992568e-04 -2.2261046424886686e-03 -6.8060156617875600e-03 -3.3180076589319758e-03
  4300.0  2  -5.0067433345686429e-03 -4.5855607675071150e-03 -2.2657357530428079e-03  4.4940443150704220e-03 -3.9841319117815965e-03 -1.8450176442035547e-03
  4300.0  3   8.7307467923564714e-03 -8.1656447922679991e-03 -3.7273322412334467e-03  3.3958476700606038e-03  2.9993249406435763e-03  1.4658340987925278e-03
  4400.0  0   1.8141929312088865e-03  1.9230775902685847e-03  9.4660472727723678e-04 -7.6642621731704769e-03  5.9157723577732005e-03  2.7062858265035285e-03
  4400.0  1  -3.3231337926397080e-03 -2.6421825085171189e-03 -1.3140868590959284e-03  5.3129916037380470e-03 -5.4156098099213869e-03 -2.5712036204765414e-03
  4400.0  2  -5.6961917921063967e-03 -3.8833673910912245e-03 -1.9392968546772856e-03  3.8130950458531506e-03 -4.5188234491344449e-03 -2.1104389977643985e-03
  4400.0  3   8.2640031777672599e-03 -8.5582137861231339e-03 -3.9189802284586269e-03  3.5594290049044170e-03  2.8382517896988549e-03  1.3921098414824704e-03
  4500.0  0  -1.4920297409089444e-03 -2.1475042387847803e-03 -1.0491886721072606e-03  8.5198353284561771e-03 -4.8082108709856753e-03 -2.1629795817250477e-03
  4500.0  1   7.5692896191732197e-04 -4.0092234337847314e-03 -1.9366973965314783e-03  7.7787814589470429e-03  1.1163100012695790e-03  6.2288190468305572e-04
  4500.0  2  -6.2617327115027507e-03 -3.0974881227333159e-03 -1.5711177737540449e-03  3.0576720639215846e-03 -4.9640603884311251e-03 -2.3340699957074096e-03
  4500.0  3   7.7756753244309675e-03 -8.9287494210188115e-03 -4.1005333462215297e-03  3.7149076027909057e-03  2.6690230233126703e-03  1.3144766749806781e-03
  4600.0  0   1.0895412414548733e-03  2.3510041826727687e-03  1.1403592652210761e-03 -9.2026704637257310e-03  3.5190217674917778e-03  1.5352206324510736e-03
  4600.0  1   4.0782375021958146e-03 -1.6920602276200168e-03 -7.7664975069360236e-04  3.2302974257890061e-03  6.5128184049894717e-03  3.1962994071540948e-03
  4600.0  2  -6.6909700410012754e-03 -2.2543370984940306e-03 -1.1736282195104226e-03  2.2405359646038578e-03 -5.3050026925382798e-03 -2.5087337386229054e-03
  4600.0  3   7.2675737209583801e-03 -9.2754511493062814e-03 -4.2711679435270440e-03  3.8588451220327069e-03  2.4939938149152493e-03  1.2339917986801813e-03
  4700.0  0  -6.4607939506674595e-04 -2.4711450021018505e-03 -1.1908697215019840e-03  9.7397132407515234e-03 -2.1689965561726460e-03 -8.7999784546761420e-04
  4700.0  1   3.6593111739388466e-03  2.2679067535095370e-03  1.1428654135915105e-03 -4.5115943184051771e-03  5.9543695490891727e-03  2.8403960628835189e-03
  4700.0  2  -6.9842918278991964e-03 -1.3736183102245818e-03 -7.5632497960286275e-04  1.3814831893807970e-03 -5.5342201069403362e-03 -2.6305672535743081e-03
  4700.0  3   6.7404393510853630e-03 -9.5984339971115946e-03 -4.4309714274882346e-03  3.9943202749779172e-03  2.3119135184756843e-03  1.1500993577364821e-03
  4800.0  0   2.3983085763804236e-04  2.5230910544374735e-03  1.2090831666224204e-03 -1.0016122327561380e-02  8.3014017913195454e-04  2.3432712000704813e-04
  4800.0  1  -1.2408500178610709e-04  4.0726274208791125e-03  1.9775374338151827e-03 -7.8576830907269440e-03 -1.4676357649695407e-04 -1.6421955383697618e-04
  4800.0  2  -7.1411780316696979e-03 -4.6310298180890855e-04 -3.2279056239046275e-04  4.9167975833004467e-04 -5.6464342462349930e-03 -2.6968725318140142e-03
  4800.0  3   6.1961112701852204e-03 -9.8960067973156672e-03 -4.5791479831522571e-03  4.1176125363172620e-03  2.1243985086085433e-03  1.0634920089248664e-03
  4900.0  0   1.7925714000515530e-04 -2.5434969608008275e-03 -1.2118669225509953e-03  9.9755586692393643e-03  5.4514465262351763e-04  4.2345730969843689e-04
  4900.0  1  -3.7842468755803780e-03  2.1476035648614620e-03  9.9746705129323521e-04 -4.1762531930958063e-03 -6.0900375813810470e-03 -3.0119168455478244e-03
  4900.0  2  -7.1529312915006998e-03  4.6661641930574328e-04  1.2200853708111511e-04 -4.0926622847423235e-04 -5.6424598996658269e-03 -2.7078347584244280e-03
  4900.0  3   5.6356220873515304e-03 -1.0168643669641641e-02 -4.7159183525489522e-03  4.2322306197753248e-03  1.9314439096527545e-03  9.7420157996620468e-04
  5000.0  0  -6.4577319153066978e-04  2.4904332462653725e-03  1.1784973987849039e-03 -9.7155252179401876e-03 -1.9754721729717322e-03 -1.1034871677607489e-03
  5000.0  1  -3.9772767659848511e-03 -1.8292662747944406e-03 -9.4045629571026215e-04  3.5888659116673168e-03 -6.3981535887033692e-03 -3.0661184034923195e-03
  5000.0  2  -7.0103917587365549e-03  1.3922964772816189e-03  5.6708166143191704e-04 -1.3050791569907104e-03 -5.5255174922207847e-03 -2.6646659856615997e-03
  5000.0  3   5.0608704271904482e-03 -1.0414515219496280e-02 -4.8403858822672263e-03  4.3340434247675693e-03  1.7338406377641359e-03  8.8252303513869151e-04
